Date,Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,city
2015-12-03,201506P009258,385660.0,405360.0,-2.217876,53.54468,6,3,1,1,5,02:35,106,E08000005,3,576,6,30,9,4,6,0,0,0,4,2,2,0,0,1,1,E01005546,
2015-12-03,201501EO49006,530710.0,185740.0,-0.116002,51.55541,1,3,1,1,5,13:50,3,E09000019,3,1,3,20,3,4,6,0,0,4,1,1,1,0,0,1,1,E01002767,London
2015-12-03,201501CW11827,528590.0,179510.0,-0.148836,51.49991,1,3,2,1,5,12:30,1,E09000033,3,302,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004690,City of Westminster
2015-12-03,201531C257315,453562.0,343522.0,-1.203598,52.986367,31,3,2,2,5,17:18,346,E06000018,4,6008,1,30,1,4,3,610,0,0,4,5,2,0,0,1,1,E01013825,City of Nottingham
2015-12-03,2015331502106,469490.0,310903.0,-0.973311,52.691364,33,3,3,4,5,21:00,362,E10000018,5,4303,6,60,0,-1,-1,0,0,0,6,5,2,0,0,2,1,E01025730,Charnwood
2015-12-03,201506E009783,387230.0,393420.0,-2.193693,53.4374,6,3,2,1,5,18:13,102,E08000003,5,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01005216,Manchester
2015-12-03,201543P076125,448548.0,206151.0,-1.298123,51.751956,43,2,1,1,5,15:40,483,E10000025,4,4044,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01028742,Vale of White Horse
2015-12-03,201537EA95944,566435.0,245339.0,0.427479,52.081389,37,3,2,1,5,21:00,414,E10000029,5,744,1,30,1,4,6,0,0,1,4,2,2,0,0,1,1,E01030115,West Suffolk
2015-12-03,2015051503161,340678.0,385082.0,-2.892811,53.35927,5,3,3,1,5,11:15,91,E08000012,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01006742,Liverpool
2015-12-03,2015200041095,400910.0,282856.0,-1.988039,52.443669,20,3,2,1,5,09:50,300,E08000025,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01008918,Birmingham
2015-12-03,2015160D07871,510196.0,434868.0,-0.32842,53.798455,16,3,1,1,5,07:50,228,E06000010,6,0,6,20,0,-1,-1,0,0,1,4,1,1,0,0,2,2,E01012782,Hull
2015-12-03,201531C294515,457178.0,342396.0,-1.14994,52.975874,31,3,3,2,5,16:51,346,E06000018,3,60,6,30,0,-1,-1,0,0,0,4,8,-1,0,0,1,1,E01013938,City of Nottingham
2015-12-03,201501WW51059,525810.0,174870.0,-0.190516,51.458835,1,3,3,1,5,12:20,10,E09000032,5,0,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,E01004509,London
2015-12-03,2015460266201,598460.0,146270.0,0.838148,51.181205,46,2,1,3,5,10:57,530,E10000016,1,20,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01023990,Ashford
2015-12-03,2015051503164,334488.0,395126.0,-2.987894,53.448806,5,3,1,1,5,15:00,93,E08000014,3,5057,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01006967,
2015-12-03,2015320134409,531871.0,342858.0,-0.037916,52.966874,32,3,2,2,5,16:00,350,E10000019,6,1,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01026029,Boston
2015-12-03,2015200049090,407763.0,278632.0,-1.887315,52.405642,20,3,2,1,5,17:15,300,E08000025,3,435,3,30,8,4,6,0,0,0,4,2,2,0,0,1,2,E01008948,Birmingham
2015-12-03,2015320136627,537256.0,316005.0,0.03092,52.724285,32,3,1,4,5,18:30,354,E10000019,5,737,6,60,3,1,5,737,0,0,6,1,2,0,0,2,1,E01026280,South Holland
2015-12-03,201534WS31345,458022.0,235304.0,-1.156002,52.01314,34,3,3,1,5,06:50,385,E10000021,3,43,3,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01027290,
2015-12-03,2015170S33305,444388.0,513541.0,-1.315865,54.515234,17,3,2,2,5,08:35,245,E06000004,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,2,E01012227,
2015-12-03,201501WW51035,522750.0,173180.0,-0.235124,51.444318,1,2,2,2,5,19:30,10,E09000032,3,3,3,40,0,-1,-1,0,0,5,4,1,1,0,0,1,1,E01004573,London
2015-12-03,201501QK50916,517730.0,183740.0,-0.303804,51.540291,1,3,1,1,5,15:55,28,E09000005,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000475,London
2015-12-03,2015320135036,497885.0,371920.0,-0.534904,53.235301,32,2,1,1,5,15:10,352,E10000019,5,978,6,30,6,1,5,975,0,0,1,1,1,0,2,1,1,E01026167,Lincoln
2015-12-03,2015051503165,328973.0,386179.0,-3.068901,53.367684,5,3,2,1,5,14:00,95,E08000015,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01007252,
2015-12-03,2015051503166,333858.0,397476.0,-2.997874,53.469846,5,3,2,3,5,17:10,93,E08000014,3,5036,3,40,6,2,3,5090,0,5,4,2,2,0,0,1,1,E01007016,
2015-12-03,2015051503173,335900.0,392605.0,-2.966123,53.426323,5,3,2,1,5,18:30,91,E08000012,6,0,6,30,0,-1,-1,0,0,0,4,5,2,0,0,1,1,E01033747,Liverpool
2015-12-03,201560S184734,330949.0,358947.0,-3.033296,53.123203,60,3,2,2,5,17:10,724,W06000005,3,550,6,40,3,4,6,0,0,0,4,2,2,0,0,2,1,W01000307,
2015-12-03,2015160D07931,508212.0,429794.0,-0.360307,53.753285,16,3,2,1,5,14:00,228,E06000010,6,0,6,30,8,4,6,0,0,0,1,1,1,0,0,1,2,E01012757,Hull
2015-12-03,201563BC17715,259550.0,280690.0,-4.066084,52.406138,63,2,1,1,5,16:40,750,W06000008,6,0,6,30,9,4,6,0,0,0,4,2,1,0,0,1,2,W01001935,
2015-12-03,2015200035191,406358.0,294973.0,-1.907661,52.552565,20,3,1,1,5,21:20,300,E08000025,6,0,6,30,0,-1,-1,0,0,4,4,5,2,0,0,1,1,E01009223,Birmingham
2015-12-03,2015210041807,385506.0,349061.0,-2.21761,53.038624,21,3,3,1,5,12:21,253,E10000028,3,527,6,30,3,4,6,97,0,0,1,1,1,0,0,1,2,E01029584,
2015-12-03,20154100J0679,514189.0,196779.0,-0.3506,51.658207,41,3,2,1,5,15:55,33,E10000015,6,660,6,30,8,4,-1,-1,0,0,4,1,1,0,0,2,1,E01023555,Hertsmere
2015-12-03,2015051503413,354695.0,392519.0,-2.683286,53.427503,5,3,2,5,5,20:59,92,E08000013,6,0,6,40,0,-1,-1,0,0,0,4,2,2,0,0,2,1,E01006898,St Helens
2015-12-03,201506X009336,375590.0,397010.0,-2.369186,53.469255,6,3,2,1,5,07:45,107,E08000006,1,60,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01005605,Trafford
2015-12-03,2015051503198,338419.0,392543.0,-2.928207,53.426066,5,3,2,1,5,19:20,91,E08000012,3,5049,3,30,1,4,6,0,0,0,4,2,2,0,0,1,2,E01006761,Liverpool
2015-12-03,2015051600089,336860.0,392827.0,-2.951722,53.428434,5,3,1,1,5,20:11,91,E08000012,6,0,6,30,0,-1,-1,0,0,0,7,1,1,0,0,1,2,E01006547,Liverpool
2015-12-03,201550BL2L013,220726.0,79148.0,-4.533761,50.584477,50,3,1,1,5,19:53,596,E06000052,3,30,3,70,0,-1,-1,0,0,0,6,5,5,0,0,2,1,E01018925,
2015-12-03,2015051503188,335309.0,390274.0,-2.974536,53.405301,5,2,2,1,5,15:45,91,E08000012,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01006513,Liverpool
2015-12-03,2015051503178,338038.0,395280.0,-2.93448,53.45062,5,2,2,1,5,21:30,91,E08000012,3,580,3,40,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01006735,Liverpool
2015-12-03,2015621502161,299282.0,202805.0,-3.459262,51.714901,62,3,2,1,5,20:22,744,W06000016,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,W01001151,
2015-12-03,2015051503176,334829.0,392270.0,-2.982168,53.423181,5,3,1,1,5,22:40,91,E08000012,3,59,3,30,0,-1,-1,0,0,1,4,2,2,0,0,1,1,E01033764,Liverpool
2015-12-03,2015200035034,401366.0,284175.0,-1.981326,52.455526,20,2,1,1,5,17:06,300,E08000025,6,0,3,40,0,-1,-1,0,0,0,4,5,2,0,0,1,1,E01009256,Birmingham
2015-12-03,201501XD81085,514780.0,183830.0,-0.346292,51.541707,1,3,2,1,5,17:18,27,E09000009,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01001272,London
2015-12-03,201501PL60990,536540.0,171770.0,-0.03736,51.428493,1,3,2,1,5,18:15,7,E09000023,3,212,2,30,3,2,3,2218,0,5,4,2,2,0,0,1,2,E01003190,London
2015-12-03,2015160A04131,525207.0,407438.0,-0.111696,53.548654,16,3,2,1,5,10:08,233,E06000012,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01013206,
2015-12-03,2015471507155,494877.0,100055.0,-0.655273,50.792308,47,3,2,2,5,08:03,558,E10000032,3,259,3,40,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01031419,Arun
2015-12-03,2015471507159,531373.0,104240.0,-0.13623,50.822807,47,2,1,1,5,11:49,565,E06000043,6,0,6,20,3,2,3,23,0,0,1,1,1,0,0,1,2,E01016941,Brighton
2015-12-03,2015471507160,514790.0,103002.0,-0.371942,50.815201,47,2,1,1,5,13:49,564,E10000032,6,0,2,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01031788,
2015-12-03,201543N112125,487758.0,193815.0,-0.733332,51.636306,43,3,2,2,5,16:43,480,E10000002,6,3058,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01017852,
2015-12-03,2015471507161,513379.0,103922.0,-0.391678,50.823748,47,3,2,3,5,14:27,564,E10000032,3,2031,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01031838,
2015-12-03,2015471507163,580200.0,110150.0,0.559246,50.862776,47,3,2,1,5,18:31,552,E10000011,3,21,6,30,3,3,6,0,0,0,4,1,1,0,0,1,1,E01020990,
2015-12-03,2015471507165,590504.0,117185.0,0.709161,50.922667,47,3,2,1,5,11:05,555,E10000011,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01021101,Rother
2015-12-03,2015471507166,550692.0,106668.0,0.138853,50.839924,47,3,2,1,5,16:55,556,E10000011,3,27,6,40,3,4,6,0,0,0,6,1,1,0,0,2,1,E01021143,Wealden
2015-12-03,2015471507167,527221.0,140082.0,-0.182609,51.145873,47,3,2,2,5,05:37,560,E10000032,6,0,6,30,1,4,6,0,0,0,4,1,1,0,0,1,1,E01031575,
2015-12-03,2015471507168,563150.0,101740.0,0.313451,50.79227,47,3,2,1,5,12:15,551,E10000011,3,259,6,30,1,4,6,0,0,0,1,9,1,0,0,1,2,E01020959,Eastbourne
2015-12-03,2015471507169,555098.0,98219.0,0.197816,50.762839,47,3,2,1,5,16:30,556,E10000011,3,259,6,60,3,3,6,0,0,0,4,1,1,0,0,2,1,E01021166,Wealden
2015-12-03,2015471507170,575248.0,115602.0,0.491564,50.913278,47,3,1,1,5,17:00,555,E10000011,3,2100,6,30,3,4,6,0,0,1,4,1,2,0,0,2,2,E01021084,Rother
2015-12-03,2015471507172,529676.0,107257.0,-0.159243,50.850305,47,3,1,1,5,15:22,565,E06000043,6,0,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01017002,Brighton
2015-12-03,2015471507183,530314.0,119633.0,-0.145771,50.961394,47,2,2,1,5,17:12,563,E10000032,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01031716,Mid Sussex
2015-12-03,201543P116125,471840.0,197847.0,-0.962468,51.674808,43,3,3,2,5,16:59,484,E10000025,1,40,3,70,5,4,1,40,0,0,6,1,2,0,0,2,1,E01028679,South Oxfordshire
2015-12-03,201504SA15554,350420.0,430490.0,-2.753669,53.768382,4,3,2,1,5,12:45,79,E10000017,3,5085,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01025267,Preston
2015-12-03,2015460265113,578690.0,157920.0,0.561409,51.292373,46,3,2,1,5,08:30,536,E10000016,3,249,3,60,3,4,6,0,0,0,1,1,1,0,0,2,1,E01024347,
2015-12-03,201501QK59083,525360.0,183690.0,-0.193859,51.5382,1,2,1,1,5,02:24,2,E09000007,3,5,6,30,3,4,6,0,0,4,4,1,1,0,0,1,1,E01000548,London
2015-12-03,201563DP41415,310740.0,285520.0,-3.315144,52.460305,63,3,1,1,5,06:50,753,W06000023,4,4355,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,W01000447,
2015-12-03,2015160A04121,527057.0,409403.0,-0.082993,53.565862,16,3,1,1,5,18:49,233,E06000012,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01013221,
2015-12-03,2015200035127,407352.0,286849.0,-1.893178,52.479519,20,3,1,1,5,14:05,300,E08000025,6,0,2,20,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01033620,Birmingham
2015-12-03,2015170S33095,444094.0,514416.0,-1.320275,54.523123,17,3,2,3,5,18:00,245,E06000004,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,2,E01033474,
2015-12-03,201511SJ25305,428908.0,516016.0,-1.554727,54.538591,11,3,1,1,5,19:00,161,E06000005,6,0,6,30,3,4,6,0,0,0,6,5,2,0,0,1,1,E01012349,
2015-12-03,201511SJ25165,428893.0,516028.0,-1.554958,54.5387,11,3,1,1,5,18:05,161,E06000005,6,0,3,30,3,4,6,0,0,0,7,1,2,0,0,1,2,E01012349,
2015-12-03,2015405CA1456,509789.0,221508.0,-0.406374,51.881336,40,3,2,1,5,19:05,421,E06000032,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01015743,
2015-12-03,2015405CA1459,508578.0,221528.0,-0.423954,51.881753,40,3,2,1,5,17:31,421,E06000032,3,505,1,30,1,4,3,6,0,7,4,1,1,0,0,1,2,E01015729,
2015-12-03,2015405CA1464,509148.0,221065.0,-0.415822,51.877481,40,3,1,1,5,22:25,421,E06000032,6,0,6,20,3,4,6,0,0,8,4,2,2,0,0,1,2,E01015791,
2015-12-03,2015471507191,567537.0,108124.0,0.378552,50.848379,47,3,1,1,5,23:05,556,E10000011,4,2095,6,60,3,4,4,2095,0,0,6,2,2,0,0,2,1,E01021205,Wealden
2015-12-03,201501JC30776,537970.0,186740.0,-0.010956,51.562669,1,3,2,1,5,16:01,13,E09000031,3,112,2,30,0,-1,-1,0,0,1,4,1,1,0,0,1,1,E01004429,London
2015-12-03,201504SA15546,354450.0,431600.0,-2.692699,53.778726,4,2,1,1,5,13:50,79,E10000017,4,6242,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01025243,Preston
2015-12-03,2015621502118,315514.0,179962.0,-3.218858,51.512243,62,3,1,1,5,16:07,741,W06000015,6,0,6,30,3,4,6,0,0,1,4,2,2,0,0,1,1,W01001891,Cardiff
2015-12-03,201501PL60989,536190.0,171520.0,-0.042487,51.426331,1,3,3,2,5,08:10,7,E09000023,3,212,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01003326,London
2015-12-03,201550ED2B025,245095.0,59054.0,-4.181478,50.410881,50,3,4,1,5,16:25,583,E06000026,3,38,7,70,5,4,6,0,0,0,6,5,2,0,0,1,1,E01015147,Plymouth
2015-12-03,2015621502128,314188.0,181573.0,-3.238354,51.526525,62,3,2,3,5,16:17,741,W06000015,1,4,7,40,5,2,3,470,0,0,4,5,2,0,0,2,1,W01001893,Cardiff
2015-12-03,2015471507149,560699.0,103601.0,0.279519,50.809676,47,3,1,1,5,07:28,556,E10000011,3,22,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01021233,Eastbourne
2015-12-03,201537EA95943,586393.0,243410.0,0.717351,52.057712,37,3,2,2,5,14:20,410,E10000029,3,134,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01029901,Babergh
2015-12-03,20154100F0818,514379.0,213341.0,-0.342417,51.807017,41,3,2,1,5,18:30,434,E10000015,5,94,6,30,2,4,6,659,0,0,4,9,2,0,0,1,1,E01023697,St Albans
2015-12-03,20154100F0784,517323.0,204981.0,-0.302558,51.731275,41,3,2,1,5,18:59,434,E10000015,3,1081,6,60,0,-1,-1,0,0,0,4,2,2,0,0,2,1,E01023684,St Albans
2015-12-03,201531C267615,455471.0,338947.0,-1.175947,52.945052,31,3,1,1,5,21:30,346,E06000018,3,6005,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01013926,City of Nottingham
2015-12-03,201563AC41615,273440.0,232500.0,-3.844007,51.97651,63,3,4,2,5,19:00,751,W06000010,3,40,6,60,0,-1,-1,0,0,0,6,2,2,0,0,2,1,W01000647,
2015-12-03,201501SX21181,522990.0,190380.0,-0.225675,51.598844,1,3,3,2,5,13:25,30,E09000003,3,1,3,50,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000240,London
2015-12-03,201543N031125,500267.0,188623.0,-0.554124,51.58755,43,3,3,1,5,10:35,477,E10000002,4,416,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,2,E01017820,
2015-12-03,2015220035582,403779.0,266249.0,-1.946012,52.294358,22,2,2,1,5,17:00,274,E10000034,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,2,E01032258,
2015-12-03,2015350196915,546320.0,257800.0,0.139523,52.199019,35,3,2,1,5,09:40,390,E10000003,5,280,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01017987,Cambridge
2015-12-03,2015160B04311,488643.0,407083.0,-0.663466,53.552902,16,3,1,2,5,11:59,232,E06000013,6,0,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01013265,
2015-12-03,2015360095967,563304.0,311177.0,0.413876,52.673693,36,3,2,1,5,17:44,407,E10000020,5,54,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01026643,King's Lynn and West Norfolk
2015-12-03,2015320131133,499589.0,372475.0,-0.50921,53.239972,32,3,2,3,5,16:04,352,E10000019,4,1308,6,30,3,4,6,0,0,4,4,1,2,0,0,1,1,E01026123,Lincoln
2015-12-03,201501SX21127,523640.0,188790.0,-0.216854,51.584413,1,3,2,1,5,18:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000236,London
2015-12-03,201506L009220,361260.0,408260.0,-2.586442,53.569507,6,3,1,1,5,18:40,114,E08000010,4,5239,6,30,0,-1,-1,0,0,0,4,5,2,0,0,2,2,E01006235,
2015-12-03,2015200034976,405953.0,283840.0,-1.91383,52.452485,20,3,2,1,5,12:44,300,E08000025,3,38,3,30,9,4,3,4029,0,0,1,1,1,0,0,1,1,E01033631,Birmingham
2015-12-03,2015320131223,526583.0,325660.0,-0.123293,52.813632,32,3,1,1,5,18:39,354,E10000019,5,723,6,60,0,-1,-1,0,0,0,6,5,2,7,0,2,1,E01026270,South Holland
2015-12-03,2015320131231,528220.0,403436.0,-0.067886,53.511977,32,2,1,1,5,17:30,351,E10000019,3,16,6,60,3,2,5,664,0,5,4,2,2,0,0,2,1,E01026062,East Lindsey
2015-12-03,201501SX21154,519830.0,194540.0,-0.269855,51.636911,1,3,1,1,5,23:59,30,E09000003,1,1,3,70,0,-1,-1,0,0,0,4,2,2,0,0,2,1,E01000188,London
2015-12-03,201501TW60413,518830.0,176910.0,-0.29025,51.478676,1,3,2,1,5,14:08,24,E09000027,3,307,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01003847,London
2015-12-03,201550JS2H007,278403.0,56175.0,-3.712023,50.392846,50,3,1,1,5,16:00,584,E10000008,3,381,6,30,3,4,6,0,0,1,4,5,2,0,0,2,1,E01020143,South Hams
2015-12-03,201501TW60412,522170.0,177180.0,-0.242085,51.480392,1,2,1,1,5,16:45,24,E09000027,5,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01003797,London
2015-12-03,201504SC15327,355460.0,421460.0,-2.675909,53.687681,4,3,2,2,5,22:00,83,E10000017,3,49,6,30,6,2,4,5248,0,5,4,8,2,0,0,2,1,E01032928,South Ribble
2015-12-03,201501LX51336,530860.0,179640.0,-0.116104,51.500557,1,3,1,1,5,13:04,9,E09000022,3,23,1,20,1,4,3,23,0,4,1,1,1,0,0,1,1,E01003013,London
2015-12-03,201501TW60406,518710.0,175070.0,-0.292594,51.462164,1,3,2,1,5,23:48,24,E09000027,3,305,6,30,3,4,6,0,0,0,4,5,2,0,0,1,1,E01003875,London
2015-12-03,201543N008125,465659.0,232864.0,-1.045209,51.990356,43,3,2,1,5,15:00,476,E10000002,3,421,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01017717,
2015-12-03,201501ZT80382,527860.0,165370.0,-0.164448,51.373,1,3,2,1,5,13:23,21,E09000029,4,277,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004164,London
2015-12-03,20154100A0707,542559.0,223096.0,0.070073,51.888198,41,3,2,1,5,17:10,432,E10000015,3,120,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01023493,East Hertfordshire
2015-12-03,2015405BA1162,504319.0,247476.0,-0.477917,52.115774,40,3,2,1,5,08:00,420,E06000055,6,0,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,2,E01017475,
2015-12-03,2015405BA1161,505422.0,249331.0,-0.461241,52.132236,40,3,2,1,5,11:30,420,E06000055,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01017522,
2015-12-03,201501BS70721,524300.0,179410.0,-0.210643,51.49997,1,3,2,2,5,05:30,12,E09000020,3,3220,6,30,8,4,6,0,0,0,4,1,1,0,0,1,1,E01002866,London
2015-12-03,201501BS70722,528060.0,178720.0,-0.156754,51.49293,1,3,2,1,5,20:45,12,E09000020,3,3217,6,30,6,4,3,3217,0,1,4,2,2,0,0,1,1,E01002859,London
2015-12-03,201501BS70723,527870.0,179730.0,-0.159124,51.50205,1,3,1,1,5,20:30,1,E09000033,3,4,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01002818,London
2015-12-03,201563AC42815,253000.0,200940.0,-4.127973,51.687918,63,3,2,1,5,15:45,751,W06000010,3,4138,6,40,0,-1,-1,0,0,0,1,2,2,0,0,1,2,W01000706,
2015-12-03,201537EA96607,587728.0,241845.0,0.735941,52.043208,37,3,2,1,5,21:30,410,E10000029,5,712,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01029912,Babergh
2015-12-03,201501WW51049,528030.0,172330.0,-0.159498,51.435511,1,3,2,1,5,14:15,10,E09000032,3,214,6,30,6,2,3,24,0,5,1,1,1,0,0,1,1,E01004481,London
2015-12-03,201534WN31355,475325.0,261691.0,-0.898098,52.248253,34,3,1,1,5,09:20,384,E10000021,3,508,6,30,3,2,5,153,0,0,1,1,1,0,0,1,3,E01027153,
2015-12-03,201554A858515,391295.0,169011.0,-2.126576,51.420044,54,3,2,2,5,08:04,635,E06000054,3,350,6,60,3,4,5,150,0,5,1,1,2,0,0,2,1,E01031942,
2015-12-03,2015320131284,534853.0,354825.0,0.011451,53.07364,32,3,2,1,5,21:04,351,E10000019,3,16,6,60,0,-1,-1,0,0,0,6,2,2,0,0,2,1,E01026102,East Lindsey
2015-12-03,201511SB25385,412661.0,538466.0,-1.804866,54.741005,11,3,2,3,5,09:45,169,E06000047,3,688,6,40,3,4,6,0,0,0,1,2,2,4,0,2,1,E01020894,
2015-12-03,201554A882215,381433.0,168629.0,-2.26838,51.41637,54,3,2,4,5,16:51,635,E06000054,3,4,6,40,0,-1,-1,0,0,0,6,2,2,0,0,2,1,E01031888,
2015-12-03,201506Q009437,388940.0,406120.0,-2.168405,53.551592,6,3,2,1,5,20:40,104,E08000004,3,669,6,30,3,2,4,6195,0,0,4,2,2,0,0,1,1,E01005335,
2015-12-03,201504ED15572,376040.0,428440.0,-2.364836,53.751771,4,2,1,2,5,13:30,75,E10000017,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01025036,Hyndburn
2015-12-03,201543N204125,475350.0,196403.0,-0.912028,51.661368,43,3,2,2,5,18:35,480,E10000002,3,40,6,40,3,4,3,4010,0,0,4,2,2,0,0,2,1,E01017917,
2015-12-03,201501ZD31129,532550.0,165600.0,-0.097022,51.373992,1,3,2,1,5,20:53,20,E09000008,3,212,2,30,6,2,3,232,0,5,4,2,2,0,0,1,1,E01001043,London
2015-12-03,2015350212615,523280.0,269490.0,-0.193134,52.309692,35,3,1,3,5,04:15,393,E10000003,4,1043,6,60,0,-1,-1,0,0,0,6,5,2,0,0,2,1,E01018132,Huntingdonshire
2015-12-03,201531C281315,454355.0,340075.0,-1.192365,52.955305,31,3,1,1,5,14:51,346,E06000018,6,0,1,30,1,2,3,609,0,0,1,1,1,0,0,1,1,E01013933,City of Nottingham
2015-12-03,201504ED15562,375700.0,428180.0,-2.369971,53.749418,4,3,2,1,5,19:25,75,E10000017,6,0,1,30,2,4,6,0,0,0,4,2,2,0,0,1,1,E01025041,Hyndburn
2015-12-03,2015200039852,434406.0,281126.0,-1.495435,52.427042,20,3,1,1,5,17:14,302,E08000026,6,0,6,30,7,4,6,0,0,0,4,2,2,0,0,1,1,E01009570,Coventry
2015-12-03,201543W084125,472781.0,170119.0,-0.95459,51.425416,43,3,2,1,5,23:30,472,E06000038,6,7201,6,30,0,-1,-1,0,0,0,4,8,2,0,0,1,1,E01016369,
2015-12-03,2015471507293,528829.0,105069.0,-0.172037,50.830829,47,3,2,1,5,12:04,565,E06000043,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1,E01016855,
2015-12-03,201560S184761,225314.0,381179.0,-4.622734,53.298684,60,3,2,1,5,18:30,720,W06000001,3,5153,1,30,1,4,3,55,0,0,4,5,2,0,0,2,2,W01000017,
2015-12-03,201560S184742,250922.0,363209.0,-4.230412,53.145107,60,3,2,2,5,18:04,722,W06000002,6,0,6,60,3,4,3,4086,0,0,6,5,2,0,0,2,1,W01000053,
2015-12-03,201506F009851,379850.0,400140.0,-2.305215,53.49757,6,3,2,1,5,17:30,107,E08000006,6,0,6,30,3,3,6,0,0,0,7,2,2,0,0,1,2,E01005623,Salford
2015-12-03,201501ZD31029,532260.0,168570.0,-0.10008,51.40075,1,3,1,1,5,09:10,20,E09000008,4,273,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01001152,London
2015-12-03,2015220035720,347998.0,312826.0,-2.771157,52.710585,22,2,4,1,5,17:50,286,E06000051,4,4386,6,30,8,4,6,0,0,0,4,1,2,0,0,1,1,E01028973,
2015-12-03,2015610070315,310890.0,196013.0,-3.289552,51.655815,61,3,1,1,5,22:00,731,W06000018,4,4255,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,W01001379,
2015-12-03,201504SA15569,353070.0,429840.0,-2.71337,53.762786,4,3,1,1,5,21:30,79,E10000017,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01025314,Preston
